,title,authors,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_family
10143,The Quitter,Harvey Pekar/Dean Haspiel,3.6,1401204007,9781401204006,104,1318,125,2006-09-06,Vertigo,Vertigo
10144,The Best American Comics 2006,Harvey Pekar/Anne Elizabeth Moore/Esther Pearl Watson/Lilli Carré/Robert Crumb/Chris Ware/Kim Deitch/Jaime Hernández/Alison Bechdel/Joe Sacco/Lynda Barry/Justin Hall/Joel Priddy/Anders Nilsen/David Lasky/Ben Katchor/Rebecca Dart/Ivan Brunetti/Jonathan   Bennett/John Porcellino/David Heatley/Lloyd Dangle/Hob/Gilbert Shelton/Olivia Schanzer/Alex Robinson/Jessica Abel/Seth Tobocman/Rick Geary/Tom Hart/Kurt Wolfgang/Jesse Reklaw,3.87,0618718745,9780618718740,293,1502,124,2006-10-01,Houghton Mifflin,Houghton Mifflin
10145,The New American Splendor Anthology: From Off the Streets of Cleveland,Harvey Pekar,4.21,0941423646,9780941423649,300,577,25,1993-01-22,Running Press Adult,Running Press
10146,American Splendor: Another Day,Harvey Pekar/Ty Templeton/Eddie Campbell/Hilary Barta,3.71,1401212352,9781401212353,136,349,28,2007-04-07,Vertigo,Vertigo
10147,Face Off: How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,4.02,1581807597,9781581807592,127,67,5,2006-09-27,Impact,Impact
10148,Lout Rampage!,Daniel Clowes,4.1,1560970707,9781560970705,96,177,9,1992-11-01,Fantagraphics Books,Fantagraphics
10149,The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin/George R. Stewart/Peter Matthiessen/Robert W. Service/Judith M. Brueske/Anthony Boucher/Tobias Wolff/John Long/Frank Norris/Beryl Bainbridge/Greg Child/Marc Reisner/Haruki Murakami/Jack London/Edgar Allan Poe/Paul Bowles/Larry Kanuit,3.22,0811824543,9780811824545,176,50,6,2000-03-01,Chronicle Books,Chronicle Books
10150,The People of Paper,Salvador Plascencia,4.09,0156032112,9780156032117,256,4154,458,2006-11-13,Mariner Books,Mariner Books
10151,The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.68,0373291779,9780373291779,304,137,11,2001-08-24,Harlequin Historical,Harlequin
10152,Two Brothers: The Lawman / The Gunslinger (Two Brothers  #1-2),Linda Lael Miller,4.04,0743411544,9780743411547,393,823,40,2001-01-01,Pocket Books,Pocket Books
10153,The Gunslinger (Two Brothers  #2),Linda Lael Miller,4.22,1568958129,9781568958125,179,78,1,1999-01-01,Wheeler Publishing,Wheeler Publishing
10154,The Gunslinger,Mary McBride,4.1,0373288565,9780373288564,304,17,2,1994-12-23,Harlequin Historical,Harlequin
10155,Gunslinger and Nine Other Action-Packed Stories of the Wild West,Ed Gorman/Bill Pronzini,4.25,1569800367,9781569800362,131,4,1,1995-03-01,Barricade Books,Barricade Books
10156,Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard/Drea Zigarmi/Patricia Zigarmi,3.97,0688039693,9780688039691,111,2592,123,1999-10-20,William Morrow & Company,William Morrow
10157,Atlantic Shift,Emily Barr,3.31,0755301943,9780755301942,406,138,12,2005-03-14,Headline Review,Headline
10158,Water for Elephants,Sara Gruen,4.09,1565125606,9781565125605,335,1260027,52759,2007-05-01,Algonquin Books,Algonquin Books
10159,Something Borrowed,Rebecca Hagan Lee,4.14,0786500735,9780786500734,282,38,1,1995-02-01,Diamond/Charter,Diamond/Charter
10160,Double-Cross (Athena Force #4),Meredith Fletcher,3.72,0373513283,9780373513284,304,38,3,2004-09-24,Silhouette Bombshell,Silhouette
10161,McNally's Alibi (Archy McNally Novels),Vincent Lardo/Lawrence Sanders,3.9,0425191192,9780425191194,304,221,4,2003-08-05,Berkley,Berkley
10162,McNally's Puzzle (Archy McNally  #6),Lawrence Sanders,3.85,0425157466,9780425157466,343,1569,63,1997-02-01,Berkley,Berkley
10163,McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,0425145301,9780425145302,352,1604,49,1995-01-01,Berkley,Berkley
10164,The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.04,0425104273,9780425104279,628,5817,145,1987-04-15,Berkley,Berkley
10165,First Deadly Sin,Lawrence Sanders,4.04,0871881780,9780871881786,17,2,0,1989-07-01,Random House Audio,Random House Audio
10166,The Anderson Tapes (Deadly Sins #1),Lawrence Sanders,3.68,0425103641,9780425103647,336,1275,25,1987-03-15,Berkley,Berkley
10167,A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,3.96,0451412338,9780451412331,400,562,37,2007-02-06,Onyx,Onyx
10168,The Death Collectors (Carson Ryder  #2),Jack Kerley,3.94,0451218299,9780451218292,400,1088,78,2006-05-02,Signet,Signet
10169,The Master,Colm Tóibín,3.83,0743250419,9780743250412,339,7299,771,2005-05-03,Scribner,Scribner
10170,The South,Colm Tóibín,3.6,0140149864,9780140149869,240,807,92,1992-10-01,Penguin Books,Penguin
10171,The Blackwater Lightship,Colm Tóibín,3.87,0743203313,9780743203319,288,4421,367,2005-06-05,Scribner,Scribner
10172,The Sign of the Cross: Travels in Catholic Europe,Colm Tóibín,3.8,0330373579,9780330373579,243,23,7,2001-05-04,Picador USA,Picador
10173,Through the Arc of the Rain Forest,Karen Tei Yamashita,3.9,091827382X,9780918273826,212,127,18,1990-07-01,Coffee House Press,Coffee House Press
10174,Tropic of Orange,Karen Tei Yamashita,3.55,1566890640,9781566890649,268,1749,118,1997-09-01,Coffee House Press,Coffee House Press
10175,Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson/Gerald Jay Sussman/Julie Sussman,4.45,0262510871,9780262510875,657,3654,133,1996-07-25,MIT Press,MIT Press
10176,Crooked Little Vein,Warren Ellis,3.82,0060723939,9780060723934,288,7811,991,2007-07-24,William Morrow,William Morrow
10177,Fell,Warren Ellis/Ben Templesmith,4.16,1582406936,9781582406930,128,6740,283,2007-06-05,Image Comics,Image Comics
10178,Hellblazer: Setting Sun,Warren Ellis/Frank Teran/Tim Bradstreet/Javier Pulido/James Romberger/Marcelo Frusín,4.2,1401202454,9781401202453,96,2583,35,2004-10-01,Vertigo,Vertigo
10179,NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis/Stuart Immonen/Wade Von Grawbadger/Dave McCaig,4.16,0785122788,9780785122784,144,4119,184,2006-09-13,Marvel Comics Group,Marvel
10180,Desolation Jones: Made in England,Warren Ellis/J.H. Williams III,3.93,140121150X,9781401211509,144,1767,76,2006-10-04,Wildstorm,Wildstorm
10181,Iron Man: Extremis,Warren Ellis/Adi Granov,4.09,0785122583,9780785122586,160,10792,290,2007-02-14,Marvel,Marvel
10182,The Authority  Vol. 2: Under New Management,Warren Ellis/Mark Millar/Bryan Hitch/Frank Quitely,4.15,1563897563,9781563897566,200,4146,71,2000-11-01,Wildstorm,Wildstorm
10183,Azumanga Daioh  Vol. 3 (Azumanga Daioh  #3),Kiyohiko Azuma/あずま きよひこ,4.38,1413900305,9781413900309,166,2144,19,2004-02-17,ADV Manga,ADV Manga
10184,The Queen of the Damned (The Vampire Chronicles  #3),Anne Rice,3.89,0345419626,9780345419620,448,121794,1667,1997-11-29,Ballantine Books,Ballantine
10185,Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,0345476875,9780345476876,342,433413,7368,2004-08-31,Ballantine Books,Ballantine
10186,Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,4.27,0679410503,9780679410508,9,10350,120,1992-11-17,Random House Audio,Random House Audio
10187,Merrick (The Vampire Chronicles #7),Anne Rice,3.73,0345422406,9780345422408,370,35529,478,2001-10-02,Ballantine Books,Ballantine
10188,The Vampire Companion,Katherine Ramsland/Anne Rice,3.94,0345397398,9780345397393,608,4829,25,1995-08-01,Ballantine Books,Ballantine
10189,The Feast of All Saints,Anne Rice,3.85,0345376048,9780345376046,570,16178,337,1992-01-28,Ballantine Books,Ballantine
10190,Exit to Eden,Anne Rampling/Anne Rice,3.58,0727853414,9780727853417,336,12646,323,1998-04-24,Severn House Publishers,Severn House
10191,Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,4.2,0345373944,9780345373946,404,70039,138,1991-11-30,Ballantine Books,Ballantine
10192,The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,4.07,0345476883,9780345476883,481,156354,2720,2004-08-31,Ballantine Books,Ballantine
10193,Anne Rice Value Collection: Mayfair Witches (Lives of the Mayfair Witches #1-3),Anne Rice/Joe Morton/Tim Curry/Lindsay Crouse,4.23,037541620X,9780375416200,10,35,3,2000-11-07,Random House Audio Publishing Group,Random House Audio
10194,Vittorio the Vampire (New Tales of the Vampires  #2),Anne Rice,3.52,0375401601,9780375401602,292,685,36,1999-03-08,Knopf Publishing Group,Knopf
10195,The Feast Of All Saints,Anne Rice,3.85,0099269473,9780099269472,640,86,5,1997-12-04,Arrow,Arrow
10196,The Unauthorized Anne Rice Companion,George Beahm,3.68,0836210360,9780836210361,246,97,0,1996-05-01,Andrews and McMeel,Andrews and McMeel
10197,When Christ and His Saints Slept  (Henry II and Eleanor of Aquitaine  #1),Sharon Kay Penman,4.27,0345396685,9780345396686,784,12022,648,1996-02-06,Ballantine Books,Ballantine
10198,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.83,0062515675,9780062515674,208,71133,3741,1999-04-21,HarperOne,HarperOne
10199,The Monk Who Sold His Ferrari: A Fable about Fulfilling Your Dreams and Reaching Your Destiny (Revised),Robin S. Sharma,3.83,0007179731,9780007179732,241,781,93,2015-12-31,Harper Element,Harper
10200,Phantom (Sword of Truth  #10),Terry Goodkind,3.99,0765305240,9780765305244,587,38420,452,2006-07-18,Tor Books,Tor Books
10201,The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,4.29,0812575601,9780812575606,2480,4196,81,1998-11-15,Tor Books,Tor Books
10202,Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.13,0765346524,9780765346520,836,204648,4986,2003-04-14,Tor Books,Tor Books
10203,Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,0765344300,9780765344304,736,44561,556,2004-06-01,Tor Books,Tor Books
10204,Legends 2 (Legends 1  Volume 2of3),Robert Silverberg/Terry Goodkind/George R.R. Martin/Anne McCaffrey,3.88,0812575237,9780812575231,379,623,20,1999-11-01,Tor Books,Tor Books
10205,Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,0007145594,9780007145591,685,171,6,2004-10-01,Voyager,Voyager
10206,The Wood Boy / The Burning Man,Raymond E. Feist/Tad Williams/Mat Broome/Robin Gillespie/Sean J. Jordan/Brett Booth,3.63,0976401118,9780976401117,144,363,13,2005-12-21,Dabel Brothers Publishing,Dabel Brothers
10207,The King's Buccaneer (Krondor's Sons  #2),Raymond E. Feist,4.02,0385236255,9780385236256,465,131,6,1992-10-18,Doubleday,Doubleday
10208,Magician: Apprentice Volume 1  (Raymond E. Feist's Magician: Apprentice #1),Raymond E. Feist/Michael Avon Oeming/Bryan J.L. Glass/Ryan Stegman,4.45,0785127224,9780785127222,168,19895,114,2007-05-30,Marvel Comics Group,Marvel
10209,Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.32,0385175809,9780385175807,568,73,7,1982-01-01,Doubleday Books,Doubleday
10210,Faerie Tale,Raymond E. Feist,3.88,0586071393,9780586071397,490,7908,349,1989-11-15,Voyager,Voyager
10211,Promise Me (Myron Bolitar  #8),Harlan Coben,3.99,0451219244,9780451219244,504,21149,1138,2007-03-27,Dutton,Dutton
10212,The Final Detail (Myron Bolitar  #6),Harlan Coben,4.02,0752849182,9780752849188,344,157,16,2005-05-01,Orion,Orion
10213,The Innocent,Harlan Coben,3.96,045121577X,9780451215772,503,21382,1229,2006-04-25,Dutton,Dutton
10214,No Second Chance,Harlan Coben,4.08,0451210557,9780451210555,452,22104,1237,2004-04-27,Dutton Books,Dutton
10215,Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,0752849190,9780752849195,354,13462,583,2008-11-08,Dell,Dell
10216,Gone for Good,Harlan Coben,4.1,0440236738,9780440236733,432,35722,1844,2003-03-04,Dell Publishing Company,Dell
10217,Drop Shot (Myron Bolitar  #2),Harlan Coben/Martine Leconte,3.94,0440220459,9780440220459,341,20461,981,1996-02-05,Dell Publishing Company,Dell
10218,Tell No One,Harlan Coben,4.11,0440236703,9780440236702,370,95220,4017,2009-08-25,Dell Publishing Company,Dell
10219,The Aeneid: A New Prose Translation,Virgil/David   West,3.84,0140444572,9780140444575,353,105,10,1991-08-06,Penguin Classics,Penguin
10220,The Complete Odes and Epodes,Horace/David   West,4.0,019283942X,9780192839428,200,40,3,2000-05-16,Oxford University Press,Oxford University Press
10221,Object Thinking,David      West,3.99,0735619654,9780735619654,334,155,21,2019-07-23,Microsoft Press,Microsoft Press
10222,Left Foot Forward: A Year in the Life of a Journeyman Footballer,Garry Nelson,3.97,0747251827,9780747251828,375,92,4,1996-05-01,Headline Book Publishing,Headline
10223,Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,0486442136,9780486442136,336,894,52,2005-06-17,Dover Publications,Dover Publications
10224,Margherita Dolce Vita,Stefano Benni/Antony Shugaar,3.71,1933372206,9781933372204,208,1704,100,2006-11-01,Europa Editions,Europa Editions
10225,Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life,Raeleen D'Agostino Mautner,3.76,1570719276,760789719271,272,110,11,2003-04-01,Sourcebooks,Sourcebooks
10226,The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo/Mitchell Alexander Leaska/Vita Sackville-West/Virginia Woolf,4.27,1573441961,9781573441964,480,1133,37,2004-09-30,Cleis Press,Cleis Press
10227,Vita,Melania G. Mazzucco/Virginia Jewiss,3.77,0312425864,9780312425869,433,592,48,2006-09-19,St. Martins Press-3PL,St. Martin's Press
10228,The Church in Emerging Culture: Five Perspectives,Leonard Sweet/Brian D. McLaren/Erwin Raphael McManus/Michael S. Horton/Frederica Matthewes-Green/Andy Crouch,3.36,0310254876,9780310254874,272,190,6,2003-10-19,Zondervan,Zondervan
10229,A History of the World in 10½  Chapters,Julian Barnes,3.89,0679731377,9780679731375,320,10008,638,1990-11-27,Vintage,Vintage
10230,Life Is a Caravanserai,Emine Sevgi Özdamar/Luise von Flotow,3.71,189825334X,9781898253341,270,89,8,2000-08-30,Middlesex University Press,Middlesex University Press
10231,True Evil,Greg Iles,4.09,0743292499,9780743292498,512,13021,781,2006-12-12,Scribner Book Company,Scribner
10232,The Quiet Game (Penn Cage #1),Greg Iles,4.2,0340686030,9780340686034,580,21288,1418,2000-07-01,Coronet Books (GB),Coronet Books
10233,Trapped (Mississippi #2),Greg Iles,4.0,0451207505,9780451207500,434,320,19,2002-08-27,Signet,Signet
10234,The Footprints of God,Greg Iles,3.77,0743454146,9780743454148,528,6179,516,2004-12-28,Pocket Star Books,Pocket Star
10235,Dead Sleep,Greg Iles,4.05,0451206525,9780451206527,452,8124,475,2002-07-02,Berkley Books,Berkley
10236,Small Island,Andrea Levy,3.95,0312424671,9780312424671,441,21165,1145,2005-04-01,Picador USA,Picador
10237,Never Far From Nowhere,Andrea Levy,3.7,0747252130,9780747252139,282,648,42,1996-08-08,Tinder Press,Tinder Press
10238,Shield of Thunder (Troy  #2),David Gemmell/Željko Petrović,4.36,0593052226,9780593052228,480,7356,171,2006-09-01,Bantam Press,Bantam
10239,Full Circle: A South American Journey,Luis Sepúlveda/Chris Andrews,3.77,0864424655,9780864424655,192,56,9,1996-12-31,Lonely Planet,Lonely Planet
10240,Looking East,Steve McCurry,4.55,0714846376,9780714846378,124,83,8,2006-09-01,Phaidon Press,Phaidon
10241,Masters of Small Worlds: Yeoman Households  Gender Relations  and the Political Culture of the Antebellum South Carolina Low Country,Stephanie McCurry,3.69,0195117956,9780195117950,344,98,6,1997-11-01,Oxford University Press  USA,Oxford University Press
10242,Borges and The Eternal Orangutans,Luis Fernando Verissimo/Margaret Jull Costa,3.81,081121592X,9780811215923,135,567,80,2005-05-17,New Directions,New Directions
10243,A Universal History of Iniquity,Jorge Luis Borges/Andrew Hurley,3.97,0142437891,9780142437896,128,3101,129,2004-07-27,Penguin Classics,Penguin
10244,Odes to Common Things,Pablo Neruda/Ferris Cook/Ken Krabbenhoft,4.39,0821220802,9780821220801,152,1885,105,1994-05-01,Bulfinch,Bulfinch
10245,Full Woman  Fleshly Apple  Hot Moon: Selected Poems,Pablo Neruda/Stephen Mitchell,4.45,0060928778,9780060928773,288,1018,66,1998-02-11,Harper Perennial,Harper Perennial
10246,Maps for Lost Lovers,Nadeem Aslam,3.78,1400076978,9781400076970,400,2127,277,2006-05-09,Vintage,Vintage
10247,Phantom Pain,Arnon Grunberg/Sam Garrett,3.34,1590511263,9781590511268,288,406,11,2004-05-15,Other Press (NY),Other Press
10248,The Ethics and Politics of Asylum: Liberal Democracy and the Response to Refugees,Matthew J. Gibney,3.55,0521009375,9780521009379,287,10,2,2004-07-08,Cambridge University Press,Cambridge University Press
10249,Arkham Asylum: Living Hell,Dan Slott/Ryan Sook/Wade Von Grawbadger/Jim Royal,3.81,1401201938,9781401201937,144,1709,88,2004-03-01,DC Comics,DC Comics
10250,Blackout (Kat Bronsky #2),John J. Nance,3.96,0330481916,9780330481915,672,572,36,2000-12-09,Pan Books,Pan
10251,Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,Architecture For Humanity/Cameron Sinclair,4.12,1933045256,9781933045252,336,792,27,2006-01-15,US Green Building Council,US Green Building Council
10252,The Winter's Tale,William Shakespeare/Susan Snyder/Deborah T. Curren-Aquino,3.7,0521293731,9780521293730,279,18126,587,2007-03-01,Cambridge University Press,Cambridge University Press
10253,The Bar on the Seine,Georges Simenon/David Watson,3.69,0143038311,9780143038313,160,380,54,2006-12-26,Penguin Books,Penguin
10254,Maigret in Holland,Georges Simenon,3.59,0156028522,9780156028523,180,265,20,2003-06-16,Mariner Books,Mariner Books
10255,The Man Who Watched Trains Go By,Georges Simenon/Marc Romano/D. Thin/Luc Sante,3.85,1590171497,9781590171493,203,1392,86,2005-11-07,New York Review of Books,New York Review of Books
10256,Maigret and the Killer,Georges Simenon/Lyn Moir,3.86,0156028417,9780156028417,168,471,29,2003-06-16,Mariner Books,Mariner Books
10257,Lock 14,Georges Simenon/Robert Baldick,3.63,0143037277,9780143037279,154,406,45,2006-07-25,Penguin Books,Penguin
10258,The Madman of Bergerac,Georges Simenon,3.77,0141187263,9780141187266,160,7,1,2003-12-04,Penguin Books Ltd,Penguin
10259,Dirty Snow,Georges Simenon/Marc Romano/William T. Vollmann,3.93,1590170431,9781590170434,244,1780,220,2003-08-31,NYRB Classics,NYRB
10260,The Man Who Wasn't Maigret: A Portrait of Georges Simenon,Patrick Marnham,4.08,0156000598,9780156000598,404,44,7,1994-04-15,Mariner Books,Mariner Books
10261,The Engagement,Georges Simenon/Anna Moschovakis/John N. Gray,3.75,1590172280,9781590172285,135,494,67,2007-03-06,New York Review of Books,New York Review of Books
10262,Maigret and the Headless Corpse,Georges Simenon/Eileen Ellenbogen,3.81,0156551446,9780156551441,196,392,37,1985-06-26,Mariner Books,Mariner Books
10263,Maigret Loses His Temper (Maigret  #61),Georges Simenon,3.83,0156028476,9780156028479,144,370,26,2003-06-16,Mariner Books,Mariner Books
10264,The Looking Glass Wars,Frank Beddor,3.93,0803731531,9780803731530,364,37148,3142,2006-09-26,Dial Books,Dial
10265,Rash,Pete Hautman,3.75,0689868014,9780689868016,256,2994,459,2006-06-01,Simon  Schuster Books for Young Readers,Simon & Schuster
10266,Saints at the River,Ron Rash,3.81,0312424914,9780312424916,239,2967,335,2005-07-01,Picador USA,Picador
10267,The World Made Straight,Ron Rash,3.87,0312426607,9780312426606,289,2143,254,2007-03-20,Picador USA,Picador
10268,Eureka Mill,Ron Rash,4.2,189188526X,9781891885266,64,155,15,2001-09-01,Hub City Press,Hub City Press
10269,Chemistry and Other Stories,Ron Rash,4.19,0312425082,9780312425081,230,601,79,2000-09-05,St. Martins Press-3PL,St. Martin's Press
10270,Monster,Walter Dean Myers,3.72,0064407314,9780064407311,281,56171,5341,2019-03-05,Amistad,Amistad
10271,The Gospel of the Flying Spaghetti Monster,Bobby Henderson,3.93,0812976568,9780812976564,169,3248,341,2006-03-28,Villard,Villard
10272,The Monster at the End of this Book,Jon Stone/Michael J. Smollin,4.44,037582913X,9780375829130,32,114297,2565,2004-05-11,Golden Books,Golden Books
10273,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,1423103343,9781423103349,280,10551,1205,2007-04-01,Disney Hyperion Books,Disney Hyperion
10274,Monster: The Autobiography of an L.A. Gang Member,Sanyika Shakur,3.97,0802141447,9780802141446,400,4239,350,2004-06-29,Grove Press,Grove Press
10275,Monster Island (Monster Island  #1),David Wellington,3.6,1560258500,9781560258506,282,9808,497,2006-03-24,Running Press Adult,Running Press
10276,The Frog King,Frank McConnell,3.6,0802757480,9780802757487,226,10,1,1990-07-01,Walker & Company,Walker & Company
10277,I Should Be Extremely Happy in Your Company: A Novel of Lewis and Clark,Brian Hall,3.35,0142003719,9780142003718,432,339,76,2003-12-30,Penguin,Penguin
10278,D.B.,Elwood Reid,3.23,0385497393,9780385497398,356,53,8,2005-07-12,Anchor Books,Anchor
10279,Lincoln (Narratives of a Golden Age),Gore Vidal,4.21,0349105308,9780349105307,736,29,4,1994-04-21,Abacus Books,Abacus
10280,The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,0345369076,9780345369079,241,144,26,1991-02-13,Fawcett Books,Fawcett
10281,The Silver Pigs (Marcus Didius Falco  #1),Lindsey Davis,3.94,031235777X,9780312357771,329,8882,561,2006-10-03,Minotaur Books,Minotaur
10282,The Silver Pigs,Lindsey Davis/Mary Cutler/Anton Lesser/Fritha Goodey,3.94,056352569X,9780563525691,2,5,0,2005-02-07,BBC Audiobooks,BBC
10283,Judas Pig,Horace  Silver,4.27,1904316344,9781904316343,345,63,9,2004-07-01,Do-Not Press,Do-Not Press
10284,The Civil War  Vol. 1: Fort Sumter to Perryville,Shelby Foote,4.42,0394746236,9780394746234,856,9760,346,1986-11-12,Vintage,Vintage
10285,The Beleaguered City: The Vicksburg Campaign,Shelby Foote,4.22,0679601708,9780679601708,368,271,25,2000-01-30,Modern Library,Modern Library
10286,Stars in Their Courses: The Gettysburg Campaign  June-July 1863,Shelby Foote,4.44,0679601120,9780679601128,304,1464,88,1994-06-28,Modern Library (NY),Modern Library
10287,Toujours Provence,Peter Mayle,4.02,0679736042,9780679736042,241,25092,432,1992-06-02,Vintage,Vintage
10288,The American Heritage New History of the Civil War,Bruce Catton/James M. McPherson,4.11,1586631985,9781586631987,630,104,2,2001-10-01,MetroBooks (NY),MetroBooks
10289,The Confident Child,Terri Apter,3.63,0393040585,9780393040586,270,13,5,1997-01-01,W. W. Norton & Company,W. W. Norton
10290,Your Child's Self-Esteem: Step-by-Step Guidelines for Raising Responsible  Productive  Happy Children,Dorothy Corkille Briggs,4.27,0385040202,9780385040204,368,184,29,1988-06-15,Harmony,Harmony
10291,Smart Discipline: Fast  Lasting Solutions for Your Child's Self-Esteem and Your Peace of Mind,Larry J. Koenig,3.99,0060936665,9780060936662,208,13,2,2004-03-02,William Morrow Paperbacks,William Morrow
10292,Reading in the Dark,Seamus Deane,3.73,0375700234,9780375700231,256,3237,227,1998-02-24,Vintage,Vintage
10293,Alphabet Weekends,Elizabeth Noble,3.59,0061122181,9780061122187,448,5796,386,2007-01-23,William Morrow Paperbacks,William Morrow
10294,A Cargo of Women: Susannah Watson and the Convicts of the Princess Royal,Babette Smith,3.58,1877058335,9781877058332,264,0,0,2005-06-01,Rosenberg Publishing,Rosenberg Publishing
10295,The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,3.77,0064407454,9780064407458,240,6872,395,2001-08-07,Joanna Cotler Books/HarperCollinsPublishers,Joanna Cotler Books
10296,I Was a Teenage Fairy,Francesca Lia Block,3.82,0064408620,9780064408622,192,6599,236,2000-05-03,HarperTeen,Harper
10297,Firebirds Rising: An Anthology of Original Science Fiction and Fantasy,Sharyn November/Francesca Lia Block/Diana Wynne Jones/Ellen Klages/Sharon Shinn/Patricia A. McKillip/Emma Bull/Kelly Link/Tamora Pierce/Nina Kiriki Hoffman/Alison Goodman/Charles de Lint/Kara Dalkey/Alan Dean Foster/Carol Emshwiller/Tanith Lee/Pamela Dean,3.92,0142405493,9780142405499,530,2819,127,2006-04-06,Firebird,Firebird
10298,Witch Baby (Weetzie Bat  #2),Francesca Lia Block,4.18,0064470652,9780064470650,128,3576,110,1992-01-01,HarperTeen,Harper
10299,Goat Girls (Weetzie Bat  #2-3),Francesca Lia Block,4.42,0060594349,9780060594343,240,469,5,2004-07-06,HarperTeen,Harper
10300,Beautiful Boys (Weetzie Bat  #4-5),Francesca Lia Block,4.43,0060594357,9780060594350,304,413,5,2004-07-06,HarperTeen,Harper
10301,Weetzie Bat (Weetzie Bat  #1),Francesca Lia Block,3.74,0060736259,9780060736255,128,13013,1025,2004-07-06,HarperTeen,Harper
10302,Velvet Elvis: Repainting the Christian Faith,Rob Bell,3.78,031026345X,9780310263456,194,20131,848,2005-07-31,Zondervan Publishing Company,Zondervan
10303,Man Walks Into a Room,Nicole Krauss,3.33,0385721919,9780385721912,248,5422,554,2003-11-11,Anchor Books,Anchor
10304,Testaments Betrayed: An Essay in Nine Parts,Milan Kundera/Linda Asher/فروغ پوریاوری,4.04,0060927518,9780060927516,288,1294,59,1996-08-02,Harper Perennial,Harper Perennial
10305,Too Busy Not to Pray: Slowing Down to Be With God,Bill Hybels/Lavonne Neff,4.16,0830819711,9780830819713,191,9632,212,1998-04-01,InterVarsity Press,InterVarsity Press
10306,Becoming a Contagious Christian,Bill Hybels/Mark Mittelberg,3.92,0310210089,9780310210085,224,1315,50,1996-04-20,Zondervan,Zondervan
10307,Courageous Faith Through the Year,Bill Hybels/Keri Wyatt Kent,3.5,0830832947,9780830832941,327,0,0,2004-07-01,IVP Books,IVP Books
10308,Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You,Mark Mittelberg/Lee Strobel,3.75,0310257867,9780310257868,299,8,1,2007-02-12,Zondervan,Zondervan
10309,A Is for Abductive : The Language of the Emerging Church,Leonard Sweet/Brian D. McLaren,3.14,0310243564,9780310243564,338,49,3,2002-12-24,Zondervan,Zondervan
10310,The Church on the Other Side: Doing Ministry in the Postmodern Matrix,Brian D. McLaren,3.58,0310252199,9780310252191,224,205,10,2003-01-09,Zondervan,Zondervan
10311,Great Russian Short Stories,Paul Negri/Alexander Pushkin/Maxim Gorky/Aleksandr Ivanovich Kuprin/Leonid Andreyev/Nikolai Gogol/Ivan Turgenev/Fyodor Dostoyevsky/Leo Tolstoy/Nicholay Leskov/Vsevolod Garshin/Anton Chekhov/Theodor Sologub,4.02,048642992X,9780486429922,208,162,20,2003-07-29,Dover Publications,Dover Publications
10312,The Portable Dorothy Parker,Dorothy Parker/Marion Meade/Seth,4.34,0143039539,9780143039532,626,1447,199,2006-03-28,Penguin Books,Penguin
10313,Not Much Fun: The Lost Poems of Dorothy Parker,Dorothy Parker/Stuart Y. Silverstein,4.18,0743211480,9780743211482,256,444,27,2001-07-10,Scribner,Scribner
10314,The Collected Dorothy Parker,Dorothy Parker/Brendan Gill,4.29,014118258X,9780141182582,604,1106,50,2001-05-31,Penguin Classics,Penguin
